id,name,fan_count,talking_about_count,checkins,category,overall_star_rating,price_range,delivery,reserve,waiter,breakfast,lunch,dinner,coffee,drinks
898473473568172,Miss Y Bakery & Cafe,5534,507,917,Cafe,*****,Between $10 - $99,True,True,False,False,True,True,True,True
1684094001825848,Zephyr Bakery Cafe,2063,181,5122,American Restaurant,****,Between $10 - $99,True,False,True,True,True,True,True,True
135020419865030,The Sunflower Bakery & Cafe,14513,1316,35018,Breakfast & Brunch Restaurant,****,Between $10 - $99,False,False,True,True,True,False,True,False
1864542950483580,Chez Angela Bakery and Café,1085,337,12,Bakery,*****,Between $10 - $99,False,False,False,False,True,False,True,False
190359644449666,Cafe Carolina and Bakery,4367,37,7636,Bakery,****,Under $10,False,False,False,True,True,True,True,False
75963639454,Bread Winners Cafe & Bakery,12666,254,117031,Breakfast & Brunch Restaurant,****,Between $10 - $99,False,False,True,True,True,True,True,True
128990783790285,Simply Delicious Cafe & Bakery,3209,50,10239,Breakfast & Brunch Restaurant,****,Between $10 - $99,False,True,True,True,True,False,True,False
496088517070066,Honeycomb Cafe & Bakery,12636,439,4562,Restaurant,****,Between $100 - $999,False,True,True,True,True,False,True,True
62427188524,Hofer's Bakery & Cafe,5261,126,16928,European Restaurant,****,Between $10 - $99,False,False,True,True,True,False,True,True
499605910087834,Common Bond Cafe and Bakery,9128,260,21921,Bakery,****,Between $10 - $99,False,False,False,True,True,True,True,True
237042179744651,Wildflour Cafe + Bakery Fort Bonifacio,17380,293,25104,Breakfast & Brunch Restaurant,****,Between $100 - $999,False,True,False,True,True,True,True,True
164966213609061,Sprucy Cafe & Bakery,4002,204,8414,Bakery,****,Under $10,False,True,False,False,False,False,True,True
113935078682024,McArthur's Bakery Cafe,8679,107,417,Bakery,****,Between $10 - $99,False,False,False,True,True,True,True,True
101050209938243,Raphaels Bakery & Cafe,5667,1019,1232,Bakery,****,Between $10 - $99,True,False,False,True,True,False,True,False
414758998720616,Simit Cafe & Bakery,5637,134,10033,Breakfast & Brunch Restaurant,****,Under $10,False,False,False,True,True,True,True,True
166676510944,The Bakery Cafe,12830,218,3746,Restaurant,****,Between $10 - $99,True,True,True,False,True,True,True,True
149576295097456,Checchi cafè & bakery,17993,656,4291,Cafe,****,Under $10,False,True,True,True,True,False,True,True
643074265708618,Grains Bakery Cafe,7219,44,344,Restaurant,****,Between $10 - $99,True,False,False,True,True,False,True,False
67918239086,Mayfield Bakery & Cafe,27934,29,15106,New American Restaurant,***,Between $10 - $99,False,True,True,True,True,True,True,False
162982607069935,Toast Bakery Cafe Inc,3907,43,38500,Breakfast & Brunch Restaurant,****,Between $10 - $99,False,True,True,True,True,True,True,False
1587587088169697,Sweet Hut Bakery & Cafe,2653,80,12369,Bakery,****,Under $10,False,False,False,True,True,True,True,False
75036379041,Maxines's Cafe & Bakery,3352,59,15803,Breakfast & Brunch Restaurant,****,Under $10,False,True,True,True,True,True,False,False
1391743084412414,Bite Bakery and Cafe,8844,917,5557,Cafe,****,Between $10 - $99,False,False,False,True,True,False,True,False
83586310969,Labriola Bakery Cafe,6167,69,17526,Italian Restaurant,****,Under $10,True,False,False,True,True,True,True,False
172299136120734,Loaf Bakery & Cafe,39652,228,13689,Coffee Shop,****,Between $10 - $99,False,False,True,True,True,True,True,True
105939839444635,Keys Cafe & Bakery Official Fan Page,9345,236,30285,Breakfast & Brunch Restaurant,****,Between $10 - $99,True,True,True,True,True,True,True,True
218182458204684,The Loaf Bakery Cafe,30463,112,4339,Cafe,None,Under $10,False,True,False,True,True,True,True,True
468974649788331,Julian Cafe & Bakery,2557,129,17611,American Restaurant,****,Between $10 - $99,False,False,True,True,True,True,False,False
338745029484553,Maco Cafe & Bakery,71450,585,36317,Italian Restaurant,***,Between $10 - $99,False,False,True,False,True,True,True,True
107955163768,OSSORIO Bakery & Cafe',3894,157,13757,Coffee Shop,****,Under $10,False,True,False,True,True,True,True,True
878754728809694,Blondies Bakery Cafe,11722,136,6980,Breakfast & Brunch Restaurant,****,Between $10 - $99,False,True,True,True,True,True,True,True
552380058151867,Whoopie Pies Bakery & Cafe,14135,49,1757,Cafe,****,Between $10 - $99,False,False,False,False,True,False,True,True
597774833605191,Leelin Bakery & Cafe,82193,444,20890,Bakery,****,Under $10,False,False,False,True,True,True,True,True
278586685826905,Le Petit Café & Bakery LV,4574,43,370,Coffee Shop,****,Between $10 - $99,True,True,True,True,True,False,True,False
178322975586317,ABC Bakery & Cafe,9807,119,3104,Coffee Shop,****,Under $10,True,False,True,True,True,True,True,True
165434393587823,Tatte Bakery and Cafe,2315,46,7303,Bakery,****,Between $10 - $99,False,False,False,True,True,True,True,False
1425023827782463,Seven Oaks Bakery Cafe,19870,193,12865,European Restaurant,***,Between $10 - $99,False,True,True,True,True,True,True,True
195826811393,Adzie Cafe n Bakery,8156,19,1440,Cafe,***,Between $10 - $99,False,True,True,True,True,True,False,True
599559416804613,San Luis Bakery & Insalatas Café,5711,39,198,Bakery,****,More than $1000,True,False,False,True,True,True,True,True
1260506897320904,?miki ?maki - bakery & cafe,2201,20,84,Restaurant,****,Between $10 - $99,False,True,True,True,True,False,True,True
107687856281,Aroma Bakery & Cafe,2191,28,18445,Restaurant,****,Between $10 - $99,True,False,True,True,True,True,True,False
1497027753693808,Èáßæä ãÞåì ãÎÈÒ - Balcony Cafe & Bakery,2160,108,287,Cafe,****,Between $100 - $999,False,True,True,True,True,True,True,True
568040199924700,Joma Bakery Cafe Vietnam,9151,34,4333,Restaurant,****,Between $10 - $99,True,False,False,True,True,True,True,True
410639749092786,Crown Bakery & Cafe,12901,98,2345,Cafe,****,Between $10 - $99,False,False,False,True,True,True,True,False
144431926105,Buenos Aires Bakery and Cafe,2289,46,11786,Bakery,****,Between $10 - $99,False,False,False,True,True,True,True,False
479066978928228,Toast'd Cafe and Bakery,30998,27,1046,Coffee Shop,****,Between $10 - $99,True,True,True,True,True,False,True,True
120931785293,Adrienne and Co. Bakery Cafe,15242,287,6405,American Restaurant,****,Under $10,True,True,False,True,True,True,True,False
116595348254,"AromasWorld Specialty Coffees, Bakery & Cafe",4130,205,9552,Sandwich Shop,****,Under $10,True,False,False,True,True,True,True,True
197272870335371,The Blue Door Cafe & Bakery,12449,52,12286,Bakery,****,Between $10 - $99,False,False,True,True,True,False,True,False
794067740642943,Take Eat Easy Modern Bakery & Cafe,19837,197,32749,Cafe,***,Between $10 - $99,False,False,True,True,True,True,True,True
685885898118083,Bites Bakery Cafe,12803,252,38923,Cafe,****,Under $10,True,False,True,False,True,True,True,True
613164975375491,Lafayette Grand Cafe & Bakery,1134,100,17440,French Restaurant,****,Between $100 - $999,False,True,False,False,True,True,False,False
190481034427767,Pink Daisy Bakery & Cafe,15650,14,661,Bakery,****,Between $10 - $99,True,True,False,False,False,False,True,True
1454308801537947,Cafe Wayan and Bakery,1013,39,10586,Cafe,****,Between $10 - $99,False,True,False,True,True,True,True,True
632970393380923,Raro Bakery & Cafe,8846,20,1088,Bakery,****,Between $100 - $999,True,False,False,True,False,False,True,False
164008227071560,Pané Rustica Bakery & Cafe,2190,48,10851,Italian Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
64321454045,Best Regards Bakery & Cafe,7674,97,1149,American Restaurant,****,Under $10,True,False,False,True,True,False,True,True
280256225648546,Rosie's Italian Bakery & Cafe',2967,138,798,Dessert Shop,****,Under $10,False,False,False,True,True,True,True,True
371741269671458,La Brea Bakery Cafe,21659,36,2409,Bakery,****,Between $10 - $99,False,False,True,True,True,True,True,False
181267348557001,Blanc à Manger (Bakery & Cafè),16621,54,17608,Cupcake Shop,****,Between $10 - $99,False,True,True,True,True,True,True,True
604750966250000,Mandy's Bakery & Cafe,10484,5,576,Cafe,****,Under $10,True,False,True,True,True,False,True,False
136097033215971,"Michelle's Bakery, Cafe & Coffee Shoppe",6244,322,289,Bakery,****,Under $10,False,False,False,False,True,False,True,True
108396481143,Valentine's Bakery Cafe,13092,31,2122,Cafe,****,Under $10,False,True,False,True,True,True,True,True
1768028210133690,Yello Bakery & Cafe,1264,61,118,Bakery,****,Under $10,True,True,True,True,True,True,True,True
107799190897,McKinney & Doyle Fine Foods Cafe / The Corner Bakery,3196,82,7856,American Restaurant,****,Between $10 - $99,False,True,True,True,True,True,True,True
256960374333713,Cafe Bake Well - Bakery & Fast Food,2263,116,11136,Bakery,None,Under $10,False,False,False,True,True,True,True,False
762299643896747,Royale Bakery & Cafe Bogor,522,72,8373,Restaurant,****,Between $10 - $99,False,True,False,True,True,True,True,True
851815151521167,Amber's French Bakery & Cafe,8196,171,5094,Cafe,None,Between $10 - $99,False,False,False,True,False,False,True,False
703522596391864,Sweet Hut Bakery & Cafe,21193,229,10334,Bakery,****,Between $10 - $99,False,False,False,True,True,True,True,True
1590838241187932,Jolie Bakery Cafe,27159,2843,1375,Internet Cafe,****,Between $10 - $99,True,True,True,True,True,True,True,True
557582974366410,Town Square Cafe & Bakery,2399,57,579,Coffee Shop,****,Under $10,False,False,False,True,True,False,True,False
257731060745,Goose Feathers - An Express Cafe and Bakery,4199,108,23235,Bakery,****,Under $10,True,False,False,True,True,False,True,False
894918613878805,Big tex kolache bakery-cafe,31924,896,213,Cafe,****,Under $10,True,False,False,True,True,True,True,True
130767703616293,Crustum kepykl?l? Bakery & Cafe,6120,156,109,Bakery,****,Between $10 - $99,False,True,False,True,True,False,True,False
191088428910,Katherine's French Bakery & Cafe,10665,58,1746,Caterer,****,Between $10 - $99,True,True,True,True,True,True,True,True
151679908242,Cafe Monte French Bakery and Bistro,4076,68,15326,French Restaurant,****,Between $10 - $99,False,True,True,True,True,True,True,True
184630934890236,Paris Bakery and Cafe Anchorage,3821,93,3743,French Restaurant,****,Between $10 - $99,False,True,False,True,True,True,True,True
92798862517,"Ryke's Bakery, Catering and Cafe",11927,91,2609,Restaurant,****,Under $10,True,False,False,False,True,False,True,False
129054044238476,"Heffernan's Fine Foods, Deli, Cafe, Bakery & Butchers",1799,43,10,Butcher Shop,****,More than $1000,False,True,True,True,True,True,True,True
1480842248858768,???????? ??????? Daily Bakery Cafe',13891,171,1191,Bakery,****,Between $10 - $99,False,True,True,True,True,True,True,True
124221000952915,Home Sweet Home Doughnut Shoppe,1263,10,563,Bakery,****,Under $10,False,False,False,True,False,False,True,False
183806181657622,Doughnut Vault,12798,100,14738,Coffee Shop,****,Under $10,False,False,False,False,False,False,True,False
409281025789559,District Doughnut,3969,288,3130,Dessert Shop,****,Under $10,True,True,False,True,True,False,True,False
163625887174816,Doughnut Cafe & Bar,7228,14,4016,Coffee Shop,****,Between $10 - $99,False,True,True,True,True,True,True,True
329584323901304,Habit Doughnut Dispensary,3001,28,3726,Lounge,****,Under $10,True,False,False,True,True,True,True,True
1701888763413344,B. Doughnut,4569,190,1120,Coffee Shop,****,Under $10,False,False,False,True,False,False,True,True
28558266716,Doughnut Wheel,124,2,1677,Coffee Shop,****,Under $10,False,False,False,True,False,False,True,False
305121906493701,Barbecue Steakbar & Restaurant,1092,52,4018,Bar,****,Between $10 - $99,False,True,True,True,True,True,True,True
121196411228720,Vivian's Restaurant and Bill's Barbecue,472,13,1610,Diner,****,Between $10 - $99,False,True,True,True,True,True,True,False
154988334575135,Restaurant Le Barbecue,428,31,1045,Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,False
188820114406,Sapporo Korean Barbecue & Sushi Restaurant,1867,40,6749,Korean Restaurant,****,Between $10 - $99,False,True,True,False,True,True,True,True
114431602256232,Barbecue Restaurant,1122,19,713,Barbecue Restaurant,****,Between $10 - $99,False,True,False,False,False,True,False,True
267568176784844,Sal e Brasa,38753,948,68273,Barbecue Restaurant,****,Between $100 - $999,False,True,True,False,True,True,True,True
246362315543954,La Manada Ribs V8 The Place,74331,1830,6011,Barbecue Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,False
426792900691768,Vacaria Churrascaria,106225,1086,57668,Barbecue Restaurant,****,Between $100 - $999,False,True,False,False,True,True,False,False
169164993173863,Kababji Jordan,97874,1046,5739,Barbecue Restaurant,****,Between $10 - $99,True,True,True,True,True,True,True,True
271726879665154,Harleys Smokehouse Barbecue Restaurant,13716,451,9955,Barbecue Restaurant,***,Between $10 - $99,False,True,False,True,True,True,True,True
100416533353609,The Lawns Wild Game & Barbecue Restaurant,20906,156,2629,European Restaurant,****,Between $10 - $99,True,True,True,True,True,True,True,True
155779461130830,Anmol Barbecue Restaurant,5215,21,4849,Barbecue Restaurant,****,Between $10 - $99,True,True,True,False,True,True,False,False
158899984194871,"Fuego, Burgers and Barbecue Restaurant",3691,135,1857,Burger Restaurant,****,Under $10,False,True,True,False,True,True,True,True
132174626803528,Restaurant Barbecue Mirabel Enrg,379,5,2327,Barbecue Restaurant,****,Under $10,True,True,True,True,True,True,True,False
286488998185803,Kilo Grill Barbecue Restaurant,7662,446,5907,Barbecue Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,False
116227228405224,Todd's Barbecue Restaurant and Bar,1486,7,1228,Bar & Grill,****,Between $10 - $99,False,False,False,False,True,True,False,False
124820707550503,Don Asado,90894,2480,6518,Barbecue Restaurant,****,Between $10 - $99,False,True,True,False,True,True,True,False
1516220375368272,Kababjees - Lahore,54743,985,6814,Barbecue Restaurant,****,Between $10 - $99,True,True,True,False,True,True,True,True
1761469194099648,Al Kabab Al Afghani,30189,374,2658,Barbecue Restaurant,****,Between $10 - $99,True,True,True,True,True,True,False,False
1527694957502599,SOLOD enjoy bar,13905,294,8272,Barbecue Restaurant,****,Between $10 - $99,False,False,True,False,True,True,False,True
309106446189532,G?SHT,16861,2161,1873,Barbecue Restaurant,****,Between $100 - $999,False,True,True,True,True,True,True,False
131156647051251,The Black Pearl Bangalore,29500,595,93478,Barbecue Restaurant,None,Between $100 - $999,False,True,True,False,True,True,False,True
202596543092501,KKS B.B.Q,47186,597,91506,Barbecue Restaurant,None,Between $10 - $99,False,False,True,False,True,True,True,True
110548032354918,La Coquette - Le Barbecue / La Plancha,1213,7,866,European Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,False
105150429576144,Fisher's Tips -N- Chips Barbecue Restaurant,1131,47,242,Soul Food Restaurant,****,Between $10 - $99,False,False,False,False,True,True,False,True
484222184943787,BBQ Barbecue Restaurant,6182,2,23,Barbecue Restaurant,****,Between $10 - $99,True,False,False,False,True,True,False,False
295835619337,Captain John's Barbecue Restaurant,936,9,548,Fast Food Restaurant,****,Between $10 - $99,False,False,False,True,True,True,False,False
300604882068,Bubbalou's Bodacious Bar-B-Que Restaurant & Catering Services,1431,8,3308,Caterer,****,Between $10 - $99,True,False,False,False,True,True,False,True
408299642548930,Barbecue restaurant 't Vijverhof,2209,27,1028,Barbecue Restaurant,****,Between $10 - $99,False,True,True,False,False,True,False,False
522931074409343,Gonzales Barbecue Restaurant Ede,500,12,3185,Barbecue Restaurant,None,Under $10,False,True,True,False,False,True,True,True
289675257778177,Yakiniku Gansou Honten,394,1,862,Asian Restaurant,****,Between $100 - $999,True,True,True,False,True,True,True,True
263001210403384,Catering Barbecue Restaurant,722,6,26,Soul Food Restaurant,****,Under $10,True,True,True,True,True,True,True,True
29899749142,Barbecue Garden Restaurant,17382,11,9646,Barbecue Restaurant,****,Between $10 - $99,True,True,True,False,True,True,True,True
242259436205907,Koyla - The Barbecue,37967,2942,1429,Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
926734934047310,Pavement Vaults,1101,101,9642,Barbecue Restaurant,****,Between $10 - $99,False,False,True,False,True,True,True,True
1671911683062812,Adamson Barbecue,40646,295,1721,Barbecue Restaurant,****,Between $10 - $99,False,False,False,False,True,False,False,False
139563479961688,?aml?k ET Mangal ET D?ner ve Pide Salonu,194,4,62,Barbecue Restaurant,*****,Under $10,True,True,True,True,True,True,True,False
399985366839487,Restaurant libanais,873,5,307,Barbecue Restaurant,****,Under $10,False,False,True,False,False,True,False,False
508761779176077,Muddy Piggs Barbecue & Catering,3249,3,1386,Barbecue Restaurant,****,Under $10,False,False,False,True,True,True,True,True
606144596063450,Barbecue Grill Restaurant,38,1,1,Barbecue Restaurant,*****,Between $10 - $99,False,True,False,False,False,True,False,False
1769092440004910,Sloppy's Gourmet Joes & Barbecue at The Junction At Monroe,171,2,12,American Restaurant,*****,Between $10 - $99,False,False,False,False,False,True,False,True
102216386488168,Southern SmokeShack Barbecue Restaurant & Catering,192,1,34,Barbecue Restaurant,***,Under $10,False,True,True,False,True,True,False,False
580335655469000,Kostrenka,954,20,438,Barbecue Restaurant,****,Under $10,False,True,True,True,True,True,True,True
213999865316589,"Famous Dave's Bar-B-Que - Springfield, PA",954,12,9377,Barbecue Restaurant,****,Between $10 - $99,False,False,True,False,True,True,False,True
181418875269364,Raimund?o - O Rei da Asa,21862,518,97265,Barbecue Restaurant,****,Under $10,False,False,True,False,False,True,False,True
119558028109657,?????? ??????,1734,114,2189,Barbecue Restaurant,****,More than $1000,False,True,True,False,True,True,True,True
138211329542425,Smokey Joes,2155,20,2315,Barbecue Restaurant,****,Between $10 - $99,True,True,True,False,True,True,True,False
872677579422070,BBQ - Barbecue Restaurante,1229,2,159,Barbecue Restaurant,*****,Between $10 - $99,True,True,True,False,True,False,False,True
509907952368752,Sugarfire Smoke House,80801,979,34723,Barbecue Restaurant,****,Between $10 - $99,False,False,False,False,True,True,False,False
388192347915310,Shane's Rib Shack Douglasville,835,12,2516,Barbecue Restaurant,****,Between $10 - $99,False,False,False,False,True,True,False,False
154312031394870,Loreti's gourmet e Grill,50913,508,4026,Barbecue Restaurant,****,Under $10,True,True,True,False,True,True,False,False
206639259384554,Franklin Barbecue,91530,958,112758,Barbecue Restaurant,****,Between $10 - $99,False,False,False,False,True,False,False,False
583203458402330,"Absolute Barbecue, Marathahalli",11232,632,97052,Barbecue Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
185470508218130,Kad?rgal? K?fte Piyaz & Kuru Pilav,374,86,452,Turkish Restaurant,****,Under $10,True,True,True,False,True,True,False,False
314785265306565,Buffet Palace Restaurant,4057,184,20023,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,True
762584310519785,Lee Hak Buffet Restaurant,56047,1578,65455,Korean Restaurant,None,Under $10,False,True,False,False,True,True,False,False
1671099733212646,8 Kings Buffet Restaurant and Coffee Shop,10918,407,16028,Cafe,****,Under $10,False,True,False,False,True,True,True,False
365433920149228,"Luli Bar, Restaurante e Buffet",6999,386,8195,Region,****,Under $10,False,True,False,False,True,True,False,True
993648680654748,Tabehoudai Buffet Restaurant,12889,831,51211,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,True
201605993193649,Zabs Catering and Buffet Restaurant,24979,2398,11222,Seafood Restaurant,****,Under $10,False,True,True,False,True,True,False,False
590904804268338,Aneesa's Buffet Restaurant Newcastle,14416,298,28130,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,True,True
487574984591538,Cornerstone Buffet & Restaurant-Melrose,1504,49,1655,Buffet Restaurant,****,Between $10 - $99,True,True,True,True,True,True,True,False
123340037691,Moonstar Buffet Restaurant,3773,230,66846,Buffet Restaurant,****,Under $10,False,True,True,False,True,True,False,False
501987423318505,Restaurante H?pica Buffet,302,51,1573,Restaurant,****,Between $100 - $999,False,True,True,False,True,False,False,True
160164334036753,Fortuna Buffet Restaurant,5844,638,39985,Buffet Restaurant,****,Between $10 - $99,False,True,False,True,True,True,False,False
192767367507840,Haveli buffet restaurant Birmingham,1337,8,8954,Buffet Restaurant,***,Under $10,False,True,False,False,False,True,False,False
201225896732410,The Cruise Buffet Restaurant,4911,13,15629,Buffet Restaurant,****,Under $10,False,True,True,False,False,True,False,False
214019185328426,Restaurante Lisboa - Buffet Grill & Caffe,4488,277,3820,Portuguese Restaurant,****,More than $1000,False,True,False,True,True,True,True,True
1733791756882335,Hamza's Buffet Restaurant & Banqueting Hall,1320,55,775,Buffet Restaurant,****,Under $10,True,True,True,False,False,True,False,False
234895249904122,Restaurante Rogério's Buffet,306,4,1203,Chinese Restaurant,****,Between $100 - $999,False,True,False,False,True,False,False,False
549275475120244,JK's Thai Buffet Restaurant,1239,71,2308,Thai Restaurant,****,Under $10,False,False,True,False,True,True,False,False
306716452788248,Gambs Restaurante e Buffet,4636,230,5205,Caterer,****,Between $10 - $99,False,True,True,False,True,False,False,True
260935010753677,Gringo's Buffet e Restaurante,9514,331,3540,Caterer,****,Between $10 - $99,False,True,True,False,True,True,False,True
349602228420007,Eatto Buffet Restaurant,1344,50,7244,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,False
115568661799537,Asian Buffet Restaurant,427,10,3002,Chinese Restaurant,****,Under $10,True,True,True,True,True,True,True,True
457867864560143,D'Maris Buffet,10980,2921,11885,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,True,True
382327151951265,Cielito Lindo,69424,1920,21418,Buffet Restaurant,****,Under $10,True,True,False,True,True,True,True,True
116305205217360,El Tango Restaurante Buffet,333,8,1360,Buffet Restaurant,****,Between $100 - $999,False,True,True,False,True,True,True,True
105580809539463,???????? Cercle Buffet & Restaurant,6668,46,32662,Buffet Restaurant,None,Between $10 - $99,False,True,False,True,True,True,True,True
156496153899,May Sum Buffet Restaurant,2457,103,29902,Cantonese Restaurant,****,Under $10,False,True,True,False,True,True,False,True
695161813924540,Four Seasons Hotpot City: SM Mall of Asia,81988,1360,101117,Buffet Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,False
1735570516704489,Hot Pot King Hot Pot and BBQ Buffet Restaurant,44069,696,20082,Restaurant,***,Between $10 - $99,False,True,True,False,False,True,False,True
915006111915217,????????? Seafood BBQ Buffet Singtotalay,50959,162,16714,Buffet Restaurant,****,Between $100 - $999,False,True,False,False,False,True,False,False
341007652916881,Four Seasons Buffet & Hotpot: SM Southmall,23536,616,23425,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,False
656982851052625,Red Leaf World Buffet,4623,191,18176,Buffet Restaurant,****,Between $10 - $99,False,True,True,False,True,True,True,True
1829834520567097,?????? ????????????????????,27632,892,4179,Buffet Restaurant,****,Under $10,False,False,False,False,False,True,False,True
186957164720952,Peking Court Buffet Restaurant,1393,1,5624,Cantonese Restaurant,None,Under $10,False,True,True,False,True,True,False,True
209107042607603,Flower Garden Chinese Buffet Restaurant,887,61,1479,Fast Food Restaurant,****,Between $10 - $99,False,True,False,False,False,True,False,False
1380954738813048,Buffet & Restaurante P?o de Queijo,5880,151,8883,Brazilian Restaurant,****,Between $10 - $99,True,True,True,False,True,False,False,True
129652553751908,Taza Indian Buffet Restaurant Dundee,6835,198,21660,Indian Restaurant,None,Between $10 - $99,True,True,False,False,True,True,False,False
520708524641589,Three Kings bar buffet restaurant,1768,4,2081,Indian Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
1745315282404753,Baikingu Japanese Buffet Garden Restaurant,6259,273,4685,Buffet Restaurant,****,Between $100 - $999,False,True,False,False,True,True,False,False
1575255039419353,Quezon Buffet Restaurant,13932,2738,9694,Buffet Restaurant,****,Between $10 - $99,False,True,False,False,True,True,True,True
495832777172556,"Cumbuca's - Restaurante, Pizzaria E Buffet",3008,15,4606,Pizza Place,****,Between $10 - $99,False,True,True,False,False,True,False,False
1653789118167558,Grand Barbeque Buffet Restaurant,28425,196,5578,Buffet Restaurant,****,Between $10 - $99,True,True,True,False,True,True,False,False
247561042037129,Agapes Buffet E Restaurante,4309,163,6539,Buffet Restaurant,****,Under $10,False,False,True,False,True,False,False,False
1471621466490610,M Quince Buffet Restaurante,7575,174,909,Buffet Restaurant,****,Under $10,False,True,False,False,True,True,False,False
461161473940559,Plyler's Buffet and Family Restaurant,757,10,1748,Family Style Restaurant,***,Between $10 - $99,True,True,True,True,True,True,False,False
1641092626168453,FAIFO Buffet & Grills Restaurant,12537,283,11164,Buffet Restaurant,***,Between $100 - $999,False,False,False,False,True,True,True,True
216406685058782,Restaurant King Buffet,7377,34,8384,Buffet Restaurant,****,Between $10 - $99,True,True,True,False,False,True,False,False
189742517737334,The Rain Tree Cafe - Buffet + All day dining Restaurant Bangkok,2529,56,10588,Breakfast & Brunch Restaurant,****,Between $100 - $999,False,True,True,True,True,True,False,True
713543595335838,View Pan Asia Buffet Restaurant,2165,67,12993,Buffet Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
73763934733,Golden Orient Buffet Restaurant,3093,78,15000,Buffet Restaurant,****,Between $10 - $99,False,True,True,False,True,True,True,False
643025292427749,SOHO-Buffet Restaurante,5360,130,3609,Chinese Restaurant,****,Between $10 - $99,False,True,True,False,True,True,False,True
161630427185303,Banana Leaf Buffet Restaurant,3096,29,10451,Cantonese Restaurant,***,Under $10,False,True,False,False,True,True,False,False
219185438167523,Ming Kui Lau Buffet/ Restaurant,187,3,2240,Buffet Restaurant,****,Under $10,False,True,True,False,True,True,False,False
1299570256747853,Ummason Chicken Buffet Restaurant,270,1,308,Korean Restaurant,****,Between $10 - $99,False,True,False,False,True,True,False,False
